#200年农历数据
#整理自香港天文台公历农历对照表
1902-2-13	初六		
1902-2-14	初七		
1902-2-15	初八		
1902-2-16	初九		
1902-2-17	初十		
1902-2-18	十一		
1902-2-19	十二		雨水
1902-2-20	十三		
1902-2-21	十四		
1902-2-22	十五		
1902-2-23	十六		
1902-2-24	十七		
1902-2-25	十八		
1902-2-26	十九		
1902-2-27	二十		
1902-2-28	廿一		
1902-3-1	廿二		
1902-3-2	廿三		
1902-3-3	廿四		
1902-3-4	廿五		
1902-3-5	廿六		
1902-3-6	廿七		驚蟄
1902-3-7	廿八		
1902-3-8	廿九		
1902-3-9	三十		
1902-3-10	初一	二月	
1902-3-11	初二		
1902-3-12	初三		
1902-3-13	初四		
1902-3-14	初五		
1902-3-15	初六		
1902-3-16	初七		
1902-3-17	初八		
1902-3-18	初九		
1902-3-19	初十		
1902-3-20	十一		
1902-3-21	十二		春分
1902-3-22	十三		
1902-3-23	十四		
1902-3-24	十五		
1902-3-25	十六		
1902-3-26	十七		
1902-3-27	十八		
1902-3-28	十九		
1902-3-29	二十		
1902-3-30	廿一		
1902-3-31	廿二		
1902-4-1	廿三		
1902-4-2	廿四		
1902-4-3	廿五		
1902-4-4	廿六		
1902-4-5	廿七		
1902-4-6	廿八		清明
1902-4-7	廿九		
1902-4-8	初一	三月	
1902-4-9	初二		
1902-4-10	初三		
1902-4-11	初四		
1902-4-12	初五		
1902-4-13	初六		
1902-4-14	初七		
1902-4-15	初八		
1902-4-16	初九		
1902-4-17	初十		
1902-4-18	十一		
1902-4-19	十二		
1902-4-20	十三		
1902-4-21	十四		穀雨
1902-4-22	十五		
1902-4-23	十六		
1902-4-24	十七		
1902-4-25	十八		
1902-4-26	十九		
1902-4-27	二十		
1902-4-28	廿一		
1902-4-29	廿二		
1902-4-30	廿三		
1902-5-1	廿四		
1902-5-2	廿五		
1902-5-3	廿六		
1902-5-4	廿七		
1902-5-5	廿八		
1902-5-6	廿九		立夏
1902-5-7	三十		
1902-5-8	初一	四月	
1902-5-9	初二		
1902-5-10	初三		
1902-5-11	初四		
1902-5-12	初五		
1902-5-13	初六		
1902-5-14	初七		
1902-5-15	初八		
1902-5-16	初九		
1902-5-17	初十		
1902-5-18	十一		
1902-5-19	十二		
1902-5-20	十三		
1902-5-21	十四		
1902-5-22	十五		小滿
1902-5-23	十六		
1902-5-24	十七		
1902-5-25	十八		
1902-5-26	十九		
1902-5-27	二十		
1902-5-28	廿一		
1902-5-29	廿二		
1902-5-30	廿三		
1902-5-31	廿四		
1902-6-1	廿五		
1902-6-2	廿六		
1902-6-3	廿七		
1902-6-4	廿八		
1902-6-5	廿九		
1902-6-6	初一	五月	
1902-6-7	初二		芒種
1902-6-8	初三		
1902-6-9	初四		
1902-6-10	初五		
1902-6-11	初六		
1902-6-12	初七		
1902-6-13	初八		
1902-6-14	初九		
1902-6-15	初十		
1902-6-16	十一		
1902-6-17	十二		
1902-6-18	十三		
1902-6-19	十四		
1902-6-20	十五		
1902-6-21	十六		
1902-6-22	十七		夏至
1902-6-23	十八		
1902-6-24	十九		
1902-6-25	二十		
1902-6-26	廿一		
1902-6-27	廿二		
1902-6-28	廿三		
1902-6-29	廿四		
1902-6-30	廿五		
1902-7-1	廿六		
1902-7-2	廿七		
1902-7-3	廿八		
1902-7-4	廿九		
1902-7-5	初一	六月	
1902-7-6	初二		
1902-7-7	初三		
1902-7-8	初四		小暑
1902-7-9	初五		
1902-7-10	初六		
1902-7-11	初七		
1902-7-12	初八		
1902-7-13	初九		
1902-7-14	初十		
1902-7-15	十一		
1902-7-16	十二		
1902-7-17	十三		
1902-7-18	十四		
1902-7-19	十五		
1902-7-20	十六		
1902-7-21	十七		
1902-7-22	十八		
1902-7-23	十九		
1902-7-24	二十		大暑
1902-7-25	廿一		
1902-7-26	廿二		
1902-7-27	廿三		
1902-7-28	廿四		
1902-7-29	廿五		
1902-7-30	廿六		
1902-7-31	廿七		
1902-8-1	廿八		
1902-8-2	廿九		
1902-8-3	三十		
1902-8-4	初一	七月	
1902-8-5	初二		
1902-8-6	初三		
1902-8-7	初四		
1902-8-8	初五		立秋
1902-8-9	初六		
1902-8-10	初七		
1902-8-11	初八		
1902-8-12	初九		
1902-8-13	初十		
1902-8-14	十一		
1902-8-15	十二		
1902-8-16	十三		
1902-8-17	十四		
1902-8-18	十五		
1902-8-19	十六		
1902-8-20	十七		
1902-8-21	十八		
1902-8-22	十九		
1902-8-23	二十		
1902-8-24	廿一		處暑
1902-8-25	廿二		
1902-8-26	廿三		
1902-8-27	廿四		
1902-8-28	廿五		
1902-8-29	廿六		
1902-8-30	廿七		
1902-8-31	廿八		
1902-9-1	廿九		
1902-9-2	初一	八月	
1902-9-3	初二		
1902-9-4	初三		
1902-9-5	初四		
1902-9-6	初五		
1902-9-7	初六		
1902-9-8	初七		白露
1902-9-9	初八		
1902-9-10	初九		
1902-9-11	初十		
1902-9-12	十一		
1902-9-13	十二		
1902-9-14	十三		
1902-9-15	十四		
1902-9-16	十五		
1902-9-17	十六		
1902-9-18	十七		
1902-9-19	十八		
1902-9-20	十九		
1902-9-21	二十		
1902-9-22	廿一		
1902-9-23	廿二		
1902-9-24	廿三		秋分
1902-9-25	廿四		
1902-9-26	廿五		
1902-9-27	廿六		
1902-9-28	廿七		
1902-9-29	廿八		
1902-9-30	廿九		
1902-10-1	三十		
1902-10-2	初一	九月	
1902-10-3	初二		
1902-10-4	初三		
1902-10-5	初四		
1902-10-6	初五		
1902-10-7	初六		
1902-10-8	初七		
1902-10-9	初八		寒露
1902-10-10	初九		
1902-10-11	初十		
1902-10-12	十一		
1902-10-13	十二		
1902-10-14	十三		
1902-10-15	十四		
1902-10-16	十五		
1902-10-17	十六		
1902-10-18	十七		
1902-10-19	十八		
1902-10-20	十九		
1902-10-21	二十		
1902-10-22	廿一		
1902-10-23	廿二		
1902-10-24	廿三		霜降
1902-10-25	廿四		
1902-10-26	廿五		
1902-10-27	廿六		
1902-10-28	廿七		
1902-10-29	廿八		
1902-10-30	廿九		
1902-10-31	初一	十月	
1902-11-1	初二		
1902-11-2	初三		
1902-11-3	初四		
1902-11-4	初五		
1902-11-5	初六		
1902-11-6	初七		
1902-11-7	初八		
1902-11-8	初九		立冬
1902-11-9	初十		
1902-11-10	十一		
1902-11-11	十二		
1902-11-12	十三		
1902-11-13	十四		
1902-11-14	十五		
1902-11-15	十六		
1902-11-16	十七		
1902-11-17	十八		
1902-11-18	十九		
1902-11-19	二十		
1902-11-20	廿一		
1902-11-21	廿二		
1902-11-22	廿三		
1902-11-23	廿四		小雪
1902-11-24	廿五		
1902-11-25	廿六		
1902-11-26	廿七		
1902-11-27	廿八		
1902-11-28	廿九		
1902-11-29	三十		
1902-11-30	初一	十一月	
1902-12-1	初二		
1902-12-2	初三		
1902-12-3	初四		
1902-12-4	初五		
1902-12-5	初六		
1902-12-6	初七		
1902-12-7	初八		
1902-12-8	初九		大雪
1902-12-9	初十		
1902-12-10	十一		
1902-12-11	十二		
1902-12-12	十三		
1902-12-13	十四		
1902-12-14	十五		
1902-12-15	十六		
1902-12-16	十七		
1902-12-17	十八		
1902-12-18	十九		
1902-12-19	二十		
1902-12-20	廿一		
1902-12-21	廿二		
1902-12-22	廿三		
1902-12-23	廿四		冬至
1902-12-24	廿五		
1902-12-25	廿六		
1902-12-26	廿七		
1902-12-27	廿八		
1902-12-28	廿九		
1902-12-29	三十		
1902-12-30	初一	十二月	
1902-12-31	初二		
1903-1-1	初三		
1903-1-2	初四		
1903-1-3	初五		
1903-1-4	初六		
1903-1-5	初七		
1903-1-6	初八		小寒
1903-1-7	初九		
1903-1-8	初十		
1903-1-9	十一		
1903-1-10	十二		
1903-1-11	十三		
1903-1-12	十四		
1903-1-13	十五		
1903-1-14	十六		
1903-1-15	十七		
1903-1-16	十八		
1903-1-17	十九		
1903-1-18	二十		
1903-1-19	廿一		
1903-1-20	廿二		
1903-1-21	廿三		大寒
1903-1-22	廿四		
1903-1-23	廿五		
1903-1-24	廿六		
1903-1-25	廿七		
1903-1-26	廿八		
1903-1-27	廿九		
1903-1-28	三十		
1903-1-29	初一	正月	
1903-1-30	初二		
1903-1-31	初三		
1903-2-1	初四		
1903-2-2	初五		
1903-2-3	初六		
1903-2-4	初七		
1903-2-5	初八		立春
1903-2-6	初九		
1903-2-7	初十		
1903-2-8	十一		
1903-2-9	十二		
1903-2-10	十三		
1903-2-11	十四		
1903-2-12	十五		
1903-2-13	十六		
1903-2-14	十七		
1903-2-15	十八		
1903-2-16	十九		
1903-2-17	二十		
1903-2-18	廿一		
1903-2-19	廿二		
1903-2-20	廿三		雨水
1903-2-21	廿四		
1903-2-22	廿五		
1903-2-23	廿六		
1903-2-24	廿七		
1903-2-25	廿八		
1903-2-26	廿九		
1903-2-27	初一	二月	
1903-2-28	初二		
1903-3-1	初三		
1903-3-2	初四		
1903-3-3	初五		
1903-3-4	初六		
1903-3-5	初七		
1903-3-6	初八		
1903-3-7	初九		驚蟄
1903-3-8	初十		
1903-3-9	十一		
1903-3-10	十二		
1903-3-11	十三		
1903-3-12	十四		
1903-3-13	十五		
1903-3-14	十六		
1903-3-15	十七		
1903-3-16	十八		
1903-3-17	十九		
1903-3-18	二十		
1903-3-19	廿一		
1903-3-20	廿二		
1903-3-21	廿三		
1903-3-22	廿四		春分
1903-3-23	廿五		
1903-3-24	廿六		
1903-3-25	廿七		
1903-3-26	廿八		
1903-3-27	廿九		
1903-3-28	三十		
1903-3-29	初一	三月	
1903-3-30	初二		
1903-3-31	初三		
1903-4-1	初四		
1903-4-2	初五		
1903-4-3	初六		
1903-4-4	初七		
1903-4-5	初八		
1903-4-6	初九		清明
1903-4-7	初十		
1903-4-8	十一		
1903-4-9	十二		
1903-4-10	十三		
1903-4-11	十四		
1903-4-12	十五		
1903-4-13	十六		
1903-4-14	十七		
1903-4-15	十八		
1903-4-16	十九		
1903-4-17	二十		
1903-4-18	廿一		
1903-4-19	廿二		
1903-4-20	廿三		
1903-4-21	廿四		穀雨
1903-4-22	廿五		
1903-4-23	廿六		
1903-4-24	廿七		
1903-4-25	廿八		
1903-4-26	廿九		
1903-4-27	初一	四月	
1903-4-28	初二		
1903-4-29	初三		
1903-4-30	初四		
1903-5-1	初五		
1903-5-2	初六		
1903-5-3	初七		
1903-5-4	初八		
1903-5-5	初九		
1903-5-6	初十		
1903-5-7	十一		立夏
1903-5-8	十二		
1903-5-9	十三		
1903-5-10	十四		
1903-5-11	十五		
1903-5-12	十六		
1903-5-13	十七		
1903-5-14	十八		
1903-5-15	十九		
1903-5-16	二十		
1903-5-17	廿一		
1903-5-18	廿二		
1903-5-19	廿三		
1903-5-20	廿四		
1903-5-21	廿五		
1903-5-22	廿六		小滿
1903-5-23	廿七		
1903-5-24	廿八		
1903-5-25	廿九		
1903-5-26	三十		
1903-5-27	初一	五月	
1903-5-28	初二		
1903-5-29	初三		
1903-5-30	初四		
1903-5-31	初五		
1903-6-1	初六		
1903-6-2	初七		
1903-6-3	初八		
1903-6-4	初九		
1903-6-5	初十		
1903-6-6	十一		
1903-6-7	十二		芒種
1903-6-8	十三		
1903-6-9	十四		
1903-6-10	十五		
1903-6-11	十六		
1903-6-12	十七		
1903-6-13	十八		
1903-6-14	十九		
1903-6-15	二十		
1903-6-16	廿一		
1903-6-17	廿二		
1903-6-18	廿三		
1903-6-19	廿四		
1903-6-20	廿五		
1903-6-21	廿六		
1903-6-22	廿七		夏至
1903-6-23	廿八		
1903-6-24	廿九		
1903-6-25	初一	閏五月	
1903-6-26	初二		
1903-6-27	初三		
1903-6-28	初四		
1903-6-29	初五		
1903-6-30	初六		
1903-7-1	初七		
1903-7-2	初八		
1903-7-3	初九		
1903-7-4	初十		
1903-7-5	十一		
1903-7-6	十二		
1903-7-7	十三		
1903-7-8	十四		小暑
1903-7-9	十五		
1903-7-10	十六		
1903-7-11	十七		
1903-7-12	十八		
1903-7-13	十九		
1903-7-14	二十		
1903-7-15	廿一		
1903-7-16	廿二		
1903-7-17	廿三		
1903-7-18	廿四		
1903-7-19	廿五		
1903-7-20	廿六		
1903-7-21	廿七		
1903-7-22	廿八		
1903-7-23	廿九		
1903-7-24	初一	六月	大暑
1903-7-25	初二		
1903-7-26	初三		
1903-7-27	初四		
1903-7-28	初五		
1903-7-29	初六		
1903-7-30	初七		
1903-7-31	初八		
1903-8-1	初九		
1903-8-2	初十		
1903-8-3	十一		
1903-8-4	十二		
1903-8-5	十三		
1903-8-6	十四		
1903-8-7	十五		
1903-8-8	十六		
1903-8-9	十七		立秋
1903-8-10	十八		
1903-8-11	十九		
1903-8-12	二十		
1903-8-13	廿一		
1903-8-14	廿二		
1903-8-15	廿三		
1903-8-16	廿四		
1903-8-17	廿五		
1903-8-18	廿六		
1903-8-19	廿七		
1903-8-20	廿八		
1903-8-21	廿九		
1903-8-22	三十		
1903-8-23	初一	七月	
1903-8-24	初二		處暑
1903-8-25	初三		
1903-8-26	初四		
1903-8-27	初五		
1903-8-28	初六		
1903-8-29	初七		
1903-8-30	初八		
1903-8-31	初九		
1903-9-1	初十		
1903-9-2	十一		
1903-9-3	十二		
1903-9-4	十三		
1903-9-5	十四		
1903-9-6	十五		
1903-9-7	十六		
1903-9-8	十七		
1903-9-9	十八		白露
1903-9-10	十九		
1903-9-11	二十		
1903-9-12	廿一		
1903-9-13	廿二		
1903-9-14	廿三		
1903-9-15	廿四		
1903-9-16	廿五		
1903-9-17	廿六		
1903-9-18	廿七		
1903-9-19	廿八		
1903-9-20	廿九		
1903-9-21	初一	八月	
1903-9-22	初二		
1903-9-23	初三		
1903-9-24	初四		秋分
1903-9-25	初五		
1903-9-26	初六		
1903-9-27	初七		
1903-9-28	初八		
1903-9-29	初九		
1903-9-30	初十		
1903-10-1	十一		
1903-10-2	十二		
1903-10-3	十三		
1903-10-4	十四		
1903-10-5	十五		
1903-10-6	十六		
1903-10-7	十七		
1903-10-8	十八		
1903-10-9	十九		寒露
1903-10-10	二十		
1903-10-11	廿一		
1903-10-12	廿二		
1903-10-13	廿三		
1903-10-14	廿四		
1903-10-15	廿五		
1903-10-16	廿六		
1903-10-17	廿七		
1903-10-18	廿八		
1903-10-19	廿九		
1903-10-20	初一	九月	
1903-10-21	初二		
1903-10-22	初三		
1903-10-23	初四		
1903-10-24	初五		霜降
1903-10-25	初六		
1903-10-26	初七		
1903-10-27	初八		
1903-10-28	初九		
1903-10-29	初十		
1903-10-30	十一		
1903-10-31	十二		
1903-11-1	十三		
1903-11-2	十四		
1903-11-3	十五		
1903-11-4	十六		
1903-11-5	十七		
1903-11-6	十八		
1903-11-7	十九		
1903-11-8	二十		立冬
1903-11-9	廿一		
1903-11-10	廿二		
1903-11-11	廿三		
1903-11-12	廿四		
1903-11-13	廿五		
1903-11-14	廿六		
1903-11-15	廿七		
1903-11-16	廿八		
1903-11-17	廿九		
1903-11-18	三十		
1903-11-19	初一	十月	
1903-11-20	初二		
1903-11-21	初三		
1903-11-22	初四		
1903-11-23	初五		小雪
1903-11-24	初六		
1903-11-25	初七		
1903-11-26	初八		
1903-11-27	初九		
1903-11-28	初十		
1903-11-29	十一		
1903-11-30	十二		
1903-12-1	十三		
1903-12-2	十四		
1903-12-3	十五		
1903-12-4	十六		
1903-12-5	十七		
1903-12-6	十八		
1903-12-7	十九		
1903-12-8	二十		大雪
1903-12-9	廿一		
1903-12-10	廿二		
1903-12-11	廿三		
1903-12-12	廿四		
1903-12-13	廿五		
1903-12-14	廿六		
1903-12-15	廿七		
1903-12-16	廿八		
1903-12-17	廿九		
1903-12-18	三十		
1903-12-19	初一	十一月	
1903-12-20	初二		
1903-12-21	初三		
1903-12-22	初四		
1903-12-23	初五		冬至
1903-12-24	初六		
1903-12-25	初七		
1903-12-26	初八		
1903-12-27	初九		
1903-12-28	初十		
1903-12-29	十一		
1903-12-30	十二		
1903-12-31	十三		
1904-1-1	十四		
1904-1-2	十五		
1904-1-3	十六		
1904-1-4	十七		
1904-1-5	十八		
1904-1-6	十九		
1904-1-7	二十		小寒
1904-1-8	廿一		
1904-1-9	廿二		
1904-1-10	廿三		
1904-1-11	廿四		
1904-1-12	廿五		
1904-1-13	廿六		
1904-1-14	廿七		
1904-1-15	廿八		
1904-1-16	廿九		
1904-1-17	初一	十二月	
1904-1-18	初二		
1904-1-19	初三		
1904-1-20	初四		
1904-1-21	初五		大寒
1904-1-22	初六		
1904-1-23	初七		
1904-1-24	初八		
1904-1-25	初九		
1904-1-26	初十		
1904-1-27	十一		
1904-1-28	十二		
1904-1-29	十三		
1904-1-30	十四		
1904-1-31	十五		
1904-2-1	十六		
1904-2-2	十七		
1904-2-3	十八		
1904-2-4	十九		
1904-2-5	二十		立春
1904-2-6	廿一		
1904-2-7	廿二		
1904-2-8	廿三		
1904-2-9	廿四		
1904-2-10	廿五		
1904-2-11	廿六		
1904-2-12	廿七		
1904-2-13	廿八		
1904-2-14	廿九		
1904-2-15	三十		
1904-2-16	初一	正月	
1904-2-17	初二		
1904-2-18	初三		
1904-2-19	初四		
1904-2-20	初五		雨水
1904-2-21	初六		
1904-2-22	初七		
1904-2-23	初八		
1904-2-24	初九		
1904-2-25	初十		
1904-2-26	十一		
1904-2-27	十二		
1904-2-28	十三		
1904-2-29	十四		
1904-3-1	十五		
1904-3-2	十六		
1904-3-3	十七		
1904-3-4	十八		
1904-3-5	十九		
1904-3-6	二十		驚蟄
1904-3-7	廿一		
1904-3-8	廿二		
1904-3-9	廿三		
1904-3-10	廿四		
1904-3-11	廿五		
1904-3-12	廿六		
1904-3-13	廿七		
1904-3-14	廿八		
1904-3-15	廿九		
1904-3-16	三十		
1904-3-17	初一	二月	
1904-3-18	初二		
1904-3-19	初三		
1904-3-20	初四		
1904-3-21	初五		春分
1904-3-22	初六		
1904-3-23	初七		
1904-3-24	初八		
1904-3-25	初九		
1904-3-26	初十		
1904-3-27	十一		
1904-3-28	十二		
1904-3-29	十三		
1904-3-30	十四		
1904-3-31	十五		
1904-4-1	十六		
1904-4-2	十七		
1904-4-3	十八		
1904-4-4	十九		
1904-4-5	二十		清明
1904-4-6	廿一		
1904-4-7	廿二		
1904-4-8	廿三		
1904-4-9	廿四		
1904-4-10	廿五		
1904-4-11	廿六		
1904-4-12	廿七		
1904-4-13	廿八		
1904-4-14	廿九		
1904-4-15	三十		
